name,latitude,longitude,free_bikes
"001057 - Hardwick Street, Clerkenwell",51.5278427,-0.1080682,16
"000997 - Worship Street, Shoreditch",51.521668,-0.079608554,4
"001173 - Gloucester Terrace, Bayswater",51.51791921,-0.188098863,5
"001166 - Bell Street , Marylebone",51.52202903,-0.165842551,5
"001165 - Riverlight North, Nine Elms",51.482362,-0.13612398,16
"001174 - Alderney Street, Pimlico",51.48805753,-0.140741432,6
"001172 - Queen's Gate (South), South Kensington",51.49247977,-0.178433004,16
"001104 - Claremont Square, Angel",51.53166681,-0.109914711,11
"001106 - Rampayne Street, Pimlico",51.48997562,-0.132845681,1
"000961 - Union Street, The Borough",51.50368837,-0.098497684,2
"001105 - LMU Commercial Road, Whitechapel",51.51492456,-0.066078037,12
"001171 - New Road 1 , Whitechapel",51.518154,-0.062697,25
"001175 - Mallory Street, Marylebone",51.52505151,-0.166304359,12
"003454 - Denyer Street, Knightsbridge",51.49358391,-0.165101392,30
"003487 - Campden Hill Road, Notting Hill",51.50658458,-0.199004026,3
"001170 - Horseferry Road, Westminster",51.49481649,-0.13045856,7
"001081 - Liverpool Road (N1 Centre), Angel",51.53450449,-0.106992706,2
"001099 - Frampton Street, Paddington",51.5233534,-0.175116099,3
"001103 - Gloucester Street, Pimlico",51.49096258,-0.139625122,7
"001091 - St. John's Wood Church, The Regent's Park",51.530529,-0.167515,2
"003440 - Royal Avenue 1, Chelsea",51.489932,-0.162727,8
"001194 - Westminster University, Marylebone",51.52248185,-0.154907218,4
"001180 - Bourne Street, Belgravia",51.490959,-0.1532331,12
"001095 - LSBU (Borough Road), Elephant & Castle",51.49874469,-0.103132904,34
"001184 - St. Mary Axe, Aldgate",51.51422502,-0.080660083,3
"001087 - Belgrave Road, Victoria",51.49320445,-0.144132875,29
"001191 - Barbican Centre, Barbican",51.52004497,-0.092176447,8
"001142 - Tooley Street, Bermondsey",51.5034938,-0.07962099,25
"001077 - Royal London Hospital, Whitechapel",51.518675,-0.06111,37
"001187 - St. John's Wood Road, St. John's Wood",51.5272947,-0.174653609,14
"001206 - Montpelier Street, Knightsbridge",51.49888404,-0.165471605,14
"200069 - Knaresborough Place, Earl's Court",51.49363156,-0.190603326,6
"001196 - Vincent Square, Westminster",51.49398524,-0.136928582,6
"001189 - Long Lane , Bermondsey",51.49907558,-0.085666316,11
"001197 - Sackville Street, Mayfair",51.51004801,-0.138846453,12
"001200 - Ontario Street, Elephant & Castle",51.49652013,-0.101384068,5
"001158 - St. Martin's Street, West End",51.50908747,-0.129697889,5
"001203 - Eastbourne Mews, Paddington",51.51641749,-0.179135079,24
"001188 - London Zoo Car Park, The Regent's Park",51.53692216,-0.150181444,11
"010627 - Grosvenor Square, Mayfair",51.51217033,-0.150481272,9
"010623 - Greycoat Street , Westminster",51.49459148,-0.134234258,12
"002694 - Clapham Common Station, Clapham Common",51.461388,-0.13922146,13
"002685 - South Kensington Station, South Kensington",51.494412,-0.173881,6
"002691 - Howland Street, Fitzrovia",51.520994,-0.139016,1
"002686 - Royal College Street, Camden Town",51.536264,-0.133952,7
"003507 - Store Street, Bloomsbury",51.519572,-0.13214036,1
"002690 - City Road, Angel",51.530344,-0.100168,31
"010632 - Kensington Town Hall, Kensington",51.50194596,-0.194392952,5
"002669 - Charlotte Street, Fitzrovia",51.51953043,-0.13577731,14
"002703 - Fire Brigade Pier, Vauxhall",51.49369988,-0.121394101,3
"002699 - Snow Hill, Farringdon",51.51733427,-0.103604248,3
"002698 - Aberdeen Place, St. John's Wood",51.524826,-0.176268,1
"002695 - Cadogan Gardens, Chelsea",51.492462,-0.159919,8
"002693 - Shouldham Street, Marylebone",51.51809,-0.163609,6
"010631 - Holland Park, Kensington",51.502319,-0.200742,12
"002687 - Brick Lane Market, Shoreditch",51.52261762,-0.071653961,8
"002701 - Columbia Road, Shoreditch",51.528187,-0.075375,0
"010625 - Penfold Street, Marylebone",51.52289229,-0.171681991,5
"010630 - George Place Mews, Marylebone",51.51689296,-0.158249929,8
"001107 - Gloucester Road Station, South Kensington",51.49418566,-0.18267094,14
"001058 - Edgware Road Station, Marylebone",51.519968,-0.169774,44
"010629 - Rotherhithe Roundabout, Rotherhithe",51.499169,-0.055846029,9
"010628 - Cleaver Street, Kennington",51.488105,-0.110121,3
"022160 - Chelsea Bridge, Pimlico",51.485821,-0.149004,6
"022164 - Eaton Square (South), Belgravia",51.49456127,-0.15393398,17
"022159 - Ebury Bridge, Pimlico",51.490491,-0.149186,15
"022161 - Vincent Street, Pimlico",51.493072,-0.129925,5
"022182 - South Parade, Chelsea",51.48902,-0.17524,5
"022183 - Crinan Street, King's Cross",51.534474,-0.122203,15
"022169 - Wren Street, Holborn",51.524564,-0.116279,0
"022170 - Kennington Station, Kennington",51.488852,-0.105593,10
"200003 - Cheshire Street, Bethnal Green",51.52388,-0.065076,18
"022165 - Fisherman's Walk West, Canary Wharf",51.50623,-0.02296,3
"200002 - Jubilee Street, Stepney",51.515975,-0.053177,2
"200118 - Parkway, Camden Town",51.538071,-0.144664,30
"200123 - Burdett Road, Mile End",51.516196,-0.029138,30
"200105 - Bonny Street, Camden Town",51.541603,-0.138853,26
"200093 - Thurtle Road, Haggerston",51.534776,-0.071881,8
"200082 - St. Mary & St. Michael Church, Stepney",51.51417,-0.052099,13
"022178 - Lindfield Street, Poplar",51.513757,-0.020467,20
"200006 - Hewison Street, Old Ford",51.533283,-0.028155,6
"022167 - Millharbour, Millwall",51.496137,-0.019355,8
"200004 - Lightermans Road, Millwall",51.499041,-0.020157,6
"200115 - Flamborough Street, Limehouse",51.5128711,-0.0389866,6
"022166 - Albert Gardens, Stepney",51.51328,-0.047784,2
"022172 - Bromley High Street, Bow",51.528828,-0.013258,6
"022173 - Old Ford Road, Bethnal Green",51.531127,-0.048017,5
"022174 - Granby Street, Shoreditch",51.525645,-0.069543,26
"022175 - Canton Street, Poplar",51.511811,-0.025626,11
"022176 - Reardon Street, Wapping",51.506946,-0.058681,7
"200090 - Pennington Street, Wapping",51.508622,-0.065006,9
"200073 - Cephas Street, Bethnal Green",51.522561,-0.054883,2
"200131 - Clarkson Street, Bethnal Green",51.528692,-0.059091,12
"200083 - Pritchard's Road, Bethnal Green",51.532091,-0.06142,6
"200080 - Russell Gardens, Olympia",51.500088,-0.211316,10
"200089 - Chrisp Street Market, Poplar",51.5112,-0.014438,12
"200088 - Clarges Street, Mayfair",51.507326,-0.145827,1
"200134 - Albany Street, The Regent's Park",51.528302,-0.144466,12
"200070 - Arlington Road, Camden Town",51.539957,-0.145246,24
"200127 - East India DLR, Blackwall",51.509474,-0.002275,19
"200076 - Westminster Bridge Road, Elephant & Castle",51.498386,-0.107913,24
"200132 - Gaywood  Street, Elephant & Castle",51.49605,-0.104193,21
"200102 - Harford Street, Mile End",51.521564,-0.039264,10
"200078 - Aberfeldy Street, Poplar",51.513548,-0.005659,8
"200074 - Bury Place, Holborn",51.51746,-0.12335,6
"200135 - Selby Street, Whitechapel",51.521905,-0.063386,11
"200110 - Bishop's Bridge Road West, Bayswater",51.51616,-0.18697,2
"200099 - Upper Bank Street, Canary Wharf",51.503083,-0.017676,15
"200001 - Limerston Street, West Chelsea",51.485587,-0.18119,2
"200109 - Alpha Grove, Millwall",51.497304,-0.022793,7
"200084 - Doddington Grove, Kennington",51.48692917,-0.102996299,23
"200005 - New Cavendish Street, Marylebone",51.519167,-0.147983,11
"200086 - Ilchester Gardens, Bayswater",51.51244,-0.19096,0
"200092 - Mudchute DLR, Cubitt Town",51.490645,-0.014582,12
"200101 - Monument Street, Monument",51.50964,-0.08497,3
"200108 - Bishop's Bridge Road East, Bayswater",51.5171,-0.18377,8
"200133 - South Lambeth Road, Vauxhall",51.481747,-0.124642,2
"200125 - Putney Bridge Station, Fulham",51.468814,-0.210279,19
"200025 - London Fields, Hackney Central",51.54119,-0.058826101,21
"200029 - Finlay Street, Fulham",51.4768851,-0.215895601,1
"200007 - Holden Street, Battersea",51.4687905,-0.158230901,2
"200062 - William Morris Way, Sands End",51.46881971,-0.184318843,7
"200040 - Broomhouse Lane, Parsons Green",51.46841875,-0.199135704,17
"200059 - Crisp Road, Hammersmith",51.48810829,-0.22660621,44
"200119 - Dorothy Road, Clapham Junction",51.46506424,-0.163750945,23
"200106 - Spanish Road, Clapham Junction",51.45922541,-0.180884959,12
"200129 - Charlotte Terrace, Angel",51.53639219,-0.112721065,12
"200057 - Belford House, Haggerston",51.5366541,-0.07023031,12
"200077 - Vicarage Crescent, Battersea",51.47287627,-0.176267008,12
"200094 - St. Bride Street, Holborn",51.51505991,-0.10534448,1
"200122 - Hawley Crescent, Camden Town",51.54100708,-0.14326094,15
"300094 - Plough Terrace, Clapham Junction",51.46230566,-0.175407201,4
"200185 - St. John's Road, Clapham Junction",51.46239255,-0.16829214,29
"300065 - Clapham Common North Side, Clapham Common",51.46134382,-0.159322467,4
"200072 - Houndsditch, Aldgate",51.514449,-0.077178979,16
"002679 - George Row, Bermondsey",51.498585,-0.068981764,2
"300253 - Bermondsey Station, Bermondsey",51.497995,-0.063471392,20
"001162 - Dorset Square, Marylebone",51.5225965,-0.161113413,4
"000963 - Bankside Mix, Bankside",51.50581776,-0.100186337,37
"001201 - Bank of England Museum, Bank",51.51444134,-0.087587447,10
"001085 - Old Quebec Street, Marylebone",51.51457763,-0.158264483,11
"200195 - St Martins Close, Camden Town",51.538792,-0.138535,3
"200034 - Wapping Lane, Wapping",51.504749,-0.057544,28
"200232 - Preston's Road, Cubitt Town",51.499286,-0.009152,5
"001208 - Dickens Square, Borough",51.49679128,-0.093913472,32
"022180 - Cheapside, Bank",51.51397065,-0.09294031,10
"001096 - Bayswater Road, Hyde Park",51.511933,-0.174411,10
"001217 - Serpentine Car Park, Hyde Park",51.505014,-0.17306032,5
"200096 - Green Park Station, Mayfair",51.506613,-0.142844,10
"001110 - Palace Gate, Kensington Gardens",51.50204238,-0.184400221,10
"001075 - Hyde Park Corner, Hyde Park",51.50311799,-0.153520935,16
"000981 - British Museum, Bloomsbury",51.51908011,-0.124678402,24
"001109 - Wellington Arch, Hyde Park",51.50274025,-0.149569201,11
"001220 - Imperial College, Knightsbridge",51.49942855,-0.179702476,20
"001231 - Queen's Gate, Kensington Gardens",51.5017154373867,-0.1798541843891,8
"001001 - West Cromwell Road, Earl's Court",51.49372451,-0.198286569,12
"200166 - Southerton Road, Hammersmith",51.494499,-0.228188,37
"001204 - Queen's Gate (North), Kensington",51.50102668,-0.180246101,5
"001101 - Knightsbridge, Hyde Park",51.50275704,-0.155349725,28
"300020 - West Kensington Station, West Kensington",51.49087074,-0.206029743,13
"300048 - Stainsby Road , Poplar",51.51542791,-0.02356501,1
"001132 - Albert Gate, Hyde Park",51.50295379,-0.158456089,25
"200231 - Abingdon Green, Westminster",51.49764,-0.12597218,19
"001137 - Harper Road, The Borough",51.49859784,-0.096191134,41
"000996 - Borough High Street, The Borough",51.50069491,-0.094524319,21
"001195 - St. George's Square, Pimlico",51.488226,-0.135635511,10
"001098 - Lower Thames Street, Monument",51.50930161,-0.084985356,0
"001031 - Nesham Street, Wapping",51.507131,-0.06691,4
"001071 - Tower Gardens , Tower",51.50950627,-0.075459482,15
"001213 - Curlew Street, Shad Thames",51.50227992,-0.074189225,11
"002688 - Clifford Street, Mayfair",51.51066202,-0.142345694,16
"001088 - Triangle Car Park, Hyde Park",51.50645179,-0.170279555,2
"200216 - Clements Road, Bermondsey",51.4954,-0.061698585,22
"300062 - South Bermondsey Station, Bermondsey",51.488067,-0.057774596,24
"003465 - Eccleston Place, Victoria",51.49395092,-0.147624377,15
"300004 - Harris Academy, Bermondsey",51.492668,-0.072350665,12
"300059 - The Blue, Bermondsey",51.492221,-0.06251309999998966,20
"003506 - Stanhope Gate, Mayfair",51.50686435,-0.150666888,8
"001205 - Black Prince Road, Vauxhall",51.4908679,-0.116911864,12
"003430 - Central House, Aldgate",51.515231,-0.07015,17
"200205 - Montserrat Road , Putney",51.46321128,-0.215550761,22
"001041 - Westbourne Grove, Bayswater",51.51552971,-0.190240716,1
"300057 - Westbourne Park Road, Portobello",51.51787005,-0.201005397,16
"200200 - Great Suffolk Street, The Borough",51.50173215,-0.100292412,7
"200044 - New Fetter Lane, Holborn",51.517428,-0.107987,1
"001008 - Hatton Wall, Holborn",51.5216612,-0.109006325,6
"300095 - Michael Road, Walham Green",51.47727637,-0.189210466,18
"001035 - Boston Place, Marylebone",51.522511,-0.162298,9
"001060 - Torrens Street, Angel",51.53219984,-0.105480698,7
"003497 - Rathbone Street, Fitzrovia",51.51816295,-0.135025698,8
"200138 - Heron Quays DLR, Canary Wharf",51.502661,-0.021596,27
"200030 - Driffield Road, Old Ford",51.534137,-0.037366,2
"001183 - Bramham Gardens, Earl's Court",51.49016361,-0.19039362,13
"003499 - Prince Consort Road, Knightsbridge",51.49980661,-0.176415994,13
"001015 - New Globe Walk, Bankside",51.5073853,-0.096440751,18
"300042 - Upper Richmond Road, Putney",51.45971528,-0.212145939,16
"001089 - Queen's Gate (Central), South Kensington",51.49396755,-0.17873226,22
"200066 - Import Dock, Canary Wharf",51.505772,-0.016460175,31
"001027 - Warwick Avenue Station, Maida Vale",51.52334476,-0.183846408,4
"300006 - Coomer Place, West Kensington",51.4835707,-0.2020387000000028,27
"003455 - Arundel Street, Temple",51.511726,-0.11385596,13
"000984 - Finsbury Circus, Liverpool Street",51.51707521,-0.086685542,3
"010621 - Upper Grosvenor Street, Mayfair",51.51013066,-0.155757901,5
"001120 - Chepstow Villas, Notting Hill",51.51213691,-0.201554966,26
"001151 - Whitehall Place, Strand",51.50654321,-0.123179697,13
"200206 - Chicheley Street, South Bank",51.502698,-0.1167474,17
"300250 - Temple Gardens, Temple",51.510981,-0.10832249,1
"001176 - Waterloo Road, South Bank",51.50486,-0.113001,12
"002648 - Waterloo Bridge, South Bank",51.50535447,-0.113656543,14
"001072 - Waterloo Station 3, Waterloo",51.50379168,-0.11282408,24
"002692 - Waterloo Station 2, Waterloo",51.50391973,-0.11342629,40
"002696 - Waterloo Station 1, Waterloo",51.50402794,-0.11386436,31
"000959 - Milroy Walk, South Bank",51.50724437,-0.106237501,27
"000962 - Stamford Street, South Bank",51.50556905,-0.111606696,24
"300249 - Westminster Pier, Westminster",51.501513,-0.12382322,19
"001186 - Belvedere Road 1, South Bank",51.50613324,-0.114686385,20
"002635 - Concert Hall Approach 1, South Bank",51.505044,-0.115851,2
"001212 - Concert Hall Approach 2, South Bank",51.504942,-0.115533,13
"001219 - Lower Marsh, Waterloo",51.50013942,-0.113936001,16
"300246 - Belvedere Road 2, South Bank",51.50621,-0.114842,34
"001021 - Bouverie Street, Temple",51.51382102,-0.107927706,0
"001100 - Strand, Strand",51.512582,-0.1150573,24
"003472 - Colombo Street, Southwark",51.50545935,-0.10569204,0
"022162 - Southwark Station 1, Southwark",51.504043,-0.105312,27
"022163 - Southwark Station 2, Southwark",51.504044,-0.104778,35
"200202 - Storey's Gate, Westminster",51.50070305,-0.129698963,15
"300096 - Tallis Street, Temple",51.511891,-0.107349,10
"300231 - Lambeth Palace Road, Waterloo",51.5000891978,-0.116628700672,13
"001192 - Embankment (Savoy), Strand",51.50963123,-0.119047563,22
"200068 - Somerset House, Strand",51.509943,-0.117619,27
"001097 - Northumberland Avenue, Strand",51.506767,-0.123702,11
"001177 - Seville Street, Knightsbridge",51.50185512,-0.159237081,17
"300061 - Crimscott Street, Bermondsey",51.495598,-0.078893,3
"001179 - Chelsea Green, Chelsea",51.49066456,-0.166485083,12
"001147 - Clifton Road, Maida Vale",51.52557531,-0.179592915,12
"003505 - Marloes Road, Kensington",51.496481,-0.192404,7
"200071 - Hoxton Street, Hoxton",51.52959,-0.0801,23
"300021 - Podium, Queen Elizabeth Olympic Park",51.538718,-0.011889482,20
"300203 - Euston Square Gardens, Euston",51.527068,-0.13186102,18
"200189 - Phene Street, Chelsea",51.48498496,-0.167919869,20
"200151 - Hoxton Station, Hoxton",51.531091,-0.075901,13
"001160 - Craven Street, Strand",51.50810309,-0.12602103,21
"002665 - Lord's, St. John's Wood",51.5291212008901,-0.171185284853,24
"200111 - Abbotsbury Road, Holland Park",51.501391,-0.205991,10
"002589 - Pembridge Villas, Notting Hill",51.51108452,-0.197524944,7
"300014 - Falcon Road, Clapham Junction",51.46663393,-0.169821175,28
"200008 - Portman Square, Marylebone",51.516204,-0.155525,10
"001225 - George Street, Marylebone",51.517703,-0.154106,16
"000973 - Bethnal Green Road, Shoreditch",51.52364804,-0.074754872,21
"002677 - Natural History Museum, South Kensington",51.49559291,-0.179077626,39
"001199 - The Tennis Courts, The Regent's Park",51.52536703,-0.153463612,7
"001139 - Carey Street, Holborn",51.51501025,-0.112753217,4
"200217 - Disraeli Road, Putney",51.4616107,-0.2161458,29
"001193 - Kensington Gore, Knightsbridge",51.50143293,-0.178656971,5
"200223 - Ashmole Estate, Oval",51.48267821,-0.117661574,13
"001169 - Grosvenor Crescent, Belgravia",51.50135267,-0.153194766,13
"001164 - Portland Place, Marylebone",51.52071513,-0.14521173,2
"001207 - Tavistock Street, Covent Garden",51.51196803,-0.120718759,32
"022158 - Exhibition Road Museums 1, South Kensington",51.496468,-0.17379696,12
"200052 - Exhibition Road Museums 2, South Kensington",51.495947,-0.17368958,12
"003453 - Chancery Lane, Holborn",51.514274,-0.111257,10
"000999 - Queen Street 1, Bank",51.51155322,-0.0929401,7
"200128 - Queen Street 2, Bank",51.511246,-0.093051,13
"001074 - Newgate Street , St. Paul's",51.5154186,-0.098850915,4
"003469 - Cadogan Place, Knightsbridge",51.49464523,-0.158105512,23
"003493 - South Audley Street, Mayfair",51.50923,-0.15128999999998882,6
